LineId,Date,Time,Pid,Level,Component,EventId,timestamp,hour,content_length,template_length,level_encoded,component_encoded,event_encoded
134,081109,234835,4259,INFO,dfs.DataNode$DataXceiver,E13,2008-11-09 23:48:35,23,88,52,0,2,4
135,081109,234924,4275,INFO,dfs.DataNode$PacketResponder,E11,2008-11-09 23:49:24,23,74,44,0,3,2
136,081109,235030,31,INFO,dfs.FSNamesystem,E6,2008-11-09 23:50:30,23,121,88,0,5,10
137,081109,235138,3469,INFO,dfs.DataNode$PacketResponder,E10,2008-11-09 23:51:38,23,62,49,0,3,1
138,081109,235140,31,INFO,dfs.FSNamesystem,E7,2008-11-09 23:51:40,23,133,55,0,5,11
139,081109,235305,4419,INFO,dfs.DataNode$PacketResponder,E10,2008-11-09 23:53:05,23,63,49,0,3,1
140,081109,235311,34,INFO,dfs.FSNamesystem,E7,2008-11-09 23:53:11,23,135,55,0,5,11
141,081109,235322,3968,INFO,dfs.DataNode$DataXceiver,E13,2008-11-09 23:53:22,23,93,52,0,2,4
142,081109,235337,4459,INFO,dfs.DataNode$PacketResponder,E10,2008-11-09 23:53:37,23,63,49,0,3,1
143,081109,235426,4327,INFO,dfs.DataNode$PacketResponder,E11,2008-11-09 23:54:26,23,74,44,0,3,2
144,081109,235609,4400,INFO,dfs.DataNode$PacketResponder,E10,2008-11-09 23:56:09,23,63,49,0,3,1
145,081109,235727,4429,INFO,dfs.DataNode$DataXceiver,E13,2008-11-09 23:57:27,23,93,52,0,2,4
146,081109,235813,31,INFO,dfs.FSNamesystem,E6,2008-11-09 23:58:13,23,122,88,0,5,10
147,081109,235903,4454,INFO,dfs.DataNode$PacketResponder,E11,2008-11-09 23:59:03,23,73,44,0,3,2
148,081109,235904,4520,INFO,dfs.DataNode$DataXceiver,E13,2008-11-09 23:59:04,23,92,52,0,2,4
149,081109,235919,31,INFO,dfs.FSNamesystem,E6,2008-11-09 23:59:19,23,122,88,0,5,10
150,081109,235951,4525,INFO,dfs.DataNode$DataXceiver,E13,2008-11-09 23:59:51,23,93,52,0,2,4
151,081110,000117,33,INFO,dfs.FSNamesystem,E7,2008-11-10 00:01:17,0,134,55,0,5,11
152,081110,000136,28,INFO,dfs.FSNamesystem,E6,2008-11-10 00:01:36,0,118,88,0,5,10
153,081110,000136,4627,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:01:36,0,64,49,0,3,1
154,081110,000232,27,INFO,dfs.FSNamesystem,E7,2008-11-10 00:02:32,0,134,55,0,5,11
155,081110,000238,4717,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:02:38,0,64,49,0,3,1
156,081110,000319,4568,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 00:03:19,0,93,52,0,2,4
157,081110,000507,4619,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:05:07,0,64,49,0,3,1
158,081110,000546,4624,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 00:05:46,0,91,52,0,2,4
159,081110,000616,4552,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 00:06:16,0,75,44,0,3,2
160,081110,000657,4822,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 00:06:57,0,77,44,0,3,2
161,081110,000727,34,INFO,dfs.FSNamesystem,E6,2008-11-10 00:07:27,0,122,88,0,5,10
162,081110,000755,4717,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 00:07:55,0,94,52,0,2,4
163,081110,000820,4687,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:08:20,0,63,49,0,3,1
164,081110,000841,4727,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:08:41,0,64,49,0,3,1
165,081110,001250,4631,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 00:12:50,0,74,44,0,3,2
166,081110,001307,29,INFO,dfs.FSNamesystem,E6,2008-11-10 00:13:07,0,122,88,0,5,10
167,081110,001337,27,INFO,dfs.FSNamesystem,E6,2008-11-10 00:13:37,0,120,88,0,5,10
168,081110,001350,29,INFO,dfs.FSNamesystem,E6,2008-11-10 00:13:50,0,116,88,0,5,10
169,081110,001745,4905,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 00:17:45,0,93,52,0,2,4
170,081110,001818,4837,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:18:18,0,64,49,0,3,1
171,081110,002041,4863,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:20:41,0,63,49,0,3,1
172,081110,002103,4928,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 00:21:03,0,75,44,0,3,2
173,081110,002221,4855,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:22:21,0,63,49,0,3,1
174,081110,002223,4824,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 00:22:23,0,63,49,0,3,1
175,081110,002253,34,INFO,dfs.FSNamesystem,E7,2008-11-10 00:22:53,0,134,55,0,5,11
176,081110,002337,13,INFO,dfs.DataBlockScanner,E14,2008-11-10 00:23:37,0,51,34,0,0,5
177,081110,002914,4955,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 00:29:14,0,91,52,0,2,4
178,081110,003441,4986,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 00:34:41,0,89,52,0,2,4
179,081110,003502,4937,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 00:35:02,0,76,44,0,3,2
180,081110,004247,33,INFO,dfs.FSNamesystem,E6,2008-11-10 00:42:47,0,122,88,0,5,10
181,081110,010354,5184,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:03:54,1,76,44,0,3,2
182,081110,010438,4917,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:04:38,1,93,52,0,2,4
183,081110,010506,5128,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:05:06,1,76,44,0,3,2
184,081110,010525,5099,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:05:25,1,76,44,0,3,2
185,081110,010543,35,INFO,dfs.FSNamesystem,E7,2008-11-10 01:05:43,1,133,55,0,5,11
186,081110,010629,5132,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:06:29,1,64,49,0,3,1
187,081110,010759,34,INFO,dfs.FSNamesystem,E7,2008-11-10 01:07:59,1,134,55,0,5,11
188,081110,010801,5186,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:08:01,1,64,49,0,3,1
189,081110,010815,5133,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:08:15,1,62,49,0,3,1
190,081110,010851,32,INFO,dfs.FSNamesystem,E6,2008-11-10 01:08:51,1,122,88,0,5,10
191,081110,010917,5109,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:09:17,1,76,44,0,3,2
192,081110,010918,32,INFO,dfs.FSNamesystem,E6,2008-11-10 01:09:18,1,122,88,0,5,10
193,081110,010932,5174,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:09:32,1,64,49,0,3,1
194,081110,011001,26,INFO,dfs.FSNamesystem,E6,2008-11-10 01:10:01,1,120,88,0,5,10
195,081110,011100,5230,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:11:00,1,76,44,0,3,2
196,081110,011133,5157,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:11:33,1,75,44,0,3,2
197,081110,011237,13,INFO,dfs.DataBlockScanner,E14,2008-11-10 01:12:37,1,50,34,0,0,5
198,081110,011335,31,INFO,dfs.FSNamesystem,E6,2008-11-10 01:13:35,1,122,88,0,5,10
199,081110,011352,5321,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:13:52,1,63,49,0,3,1
200,081110,011406,5296,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:14:06,1,90,52,0,2,4
201,081110,011431,33,INFO,dfs.FSNamesystem,E7,2008-11-10 01:14:31,1,134,55,0,5,11
202,081110,011448,28,INFO,dfs.FSNamesystem,E6,2008-11-10 01:14:48,1,122,88,0,5,10
203,081110,011505,29,INFO,dfs.FSNamesystem,E6,2008-11-10 01:15:05,1,122,88,0,5,10
204,081110,011521,33,INFO,dfs.FSNamesystem,E7,2008-11-10 01:15:21,1,134,55,0,5,11
205,081110,011538,5164,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:15:38,1,64,49,0,3,1
206,081110,011713,5420,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:17:13,1,92,52,0,2,4
207,081110,011731,5472,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:17:31,1,77,44,0,3,2
208,081110,011846,5274,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:18:46,1,76,44,0,3,2
209,081110,011925,5356,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:19:25,1,63,49,0,3,1
210,081110,012005,5368,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:20:05,1,62,49,0,3,1
211,081110,012245,5396,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:22:45,1,64,49,0,3,1
212,081110,012351,5301,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:23:51,1,74,44,0,3,2
213,081110,012357,5523,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:23:57,1,76,44,0,3,2
214,081110,012426,5538,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:24:26,1,88,52,0,2,4
215,081110,012522,5491,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:25:22,1,64,49,0,3,1
216,081110,012753,5586,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:27:53,1,64,49,0,3,1
217,081110,012835,5558,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:28:35,1,64,49,0,3,1
218,081110,012855,5509,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:28:55,1,75,44,0,3,2
219,081110,012857,5605,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:28:57,1,74,44,0,3,2
220,081110,013125,27,INFO,dfs.FSNamesystem,E7,2008-11-10 01:31:25,1,134,55,0,5,11
221,081110,013220,5704,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:32:20,1,63,49,0,3,1
222,081110,013231,5659,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:32:31,1,93,52,0,2,4
223,081110,013306,33,INFO,dfs.FSNamesystem,E6,2008-11-10 01:33:06,1,120,88,0,5,10
224,081110,013406,5493,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:34:06,1,63,49,0,3,1
225,081110,013412,30,INFO,dfs.FSNamesystem,E6,2008-11-10 01:34:12,1,123,88,0,5,10
226,081110,013502,5576,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:35:02,1,75,44,0,3,2
227,081110,013506,5649,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:35:06,1,64,49,0,3,1
228,081110,013537,5804,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:35:37,1,91,52,0,2,4
229,081110,013542,5646,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:35:42,1,62,49,0,3,1
230,081110,013545,5696,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:35:45,1,77,44,0,3,2
231,081110,013559,5614,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:35:59,1,75,44,0,3,2
232,081110,013715,5706,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:37:15,1,76,44,0,3,2
233,081110,013721,35,INFO,dfs.FSNamesystem,E6,2008-11-10 01:37:21,1,121,88,0,5,10
234,081110,013855,5764,INFO,dfs.DataNode$PacketResponder,E11,2008-11-10 01:38:55,1,74,44,0,3,2
235,081110,013938,4501,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:39:38,1,91,52,0,2,4
236,081110,014002,5798,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:40:02,1,94,52,0,2,4
237,081110,014023,5733,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:40:23,1,63,49,0,3,1
238,081110,014033,5854,INFO,dfs.DataNode$DataXceiver,E13,2008-11-10 01:40:33,1,91,52,0,2,4
239,081110,014043,30,INFO,dfs.FSNamesystem,E6,2008-11-10 01:40:43,1,122,88,0,5,10
240,081110,014050,34,INFO,dfs.FSNamesystem,E6,2008-11-10 01:40:50,1,121,88,0,5,10
241,081110,014138,5832,INFO,dfs.DataNode$PacketResponder,E10,2008-11-10 01:41:38,1,64,49,0,3,1
